# ID,label,width,depth,height,root_density,hull_area,shape_index,sum_eigen,omnivariance,eigenentropy,linearity,planarity,sphericity,curvature,n_points,elong_xy,elong_yz,elong_xz,volume,prof_x_0,prof_x_1,prof_x_2,prof_x_3,prof_x_4,prof_x_5,prof_y_0,prof_y_1,prof_y_2,prof_y_3,prof_y_4,prof_y_5,prof_z_0,prof_z_1,prof_z_2,prof_z_3,prof_z_4,prof_z_5
 113.00000,   1.00000, 209.73000, 307.39999,   6.66000,   0.00683,   9.62433,   0.77411,   0.44222,   0.05733,   0.66550,   0.48948,   0.49532,   0.01516,   0.00994, 293.00000,   1.46569,  46.15609,  31.49094,   0.00068,   0.09386,   0.21758,   0.26877,   0.24317,   0.21331,   0.21331,   0.15295,   0.48433,   0.54381,   0.56080,   0.50132,   0.24641,   0.02048,   0.63481,   1.51536,   0.43003,   0.73720,   2.66212
 114.00000,   1.00000, 180.84000, 296.70999,   7.11000,   0.00723,  13.89010,   0.91070,   0.60612,   0.14531,   0.83007,   0.35890,   0.52434,   0.11673,   0.06641, 415.00000,   1.64073,  41.73130,  25.43456,   0.00109,   0.15464,   0.15219,   0.16692,   0.20374,   0.20128,   0.13991,   0.21340,   0.48015,   0.44814,   0.49616,   0.44281,   0.13338,   0.03261,   0.18480,   1.02183,   1.18489,   0.45656,   1.63058
 115.00000,   1.00000, 191.19000, 490.79999,  13.19000,   0.01761,   8.17458,   0.68136,   0.47388,   0.08541,   0.70299,   0.53582,   0.42095,   0.04320,   0.02866, 284.00000,   2.56708,  37.20998,  14.49506,   0.00023,   0.29252,   0.55255,   0.56338,   0.63922,   0.47671,   0.55255,   0.20984,   0.26707,   0.23845,   0.20984,   0.23368,   0.19553,   0.10716,   0.26026,   0.62768,   1.30129,   0.62768,   1.42376
 116.00000,   1.00000, 381.70001, 364.53000,   5.80000,   0.01653,   5.60289,   0.59631,   0.48725,   0.13195,   0.80182,   0.42900,   0.38107,   0.18990,   0.10784, 242.00000,   1.04710,  62.84989,  65.81023,   0.00030,   0.28015,   0.29416,   0.28715,   0.27315,   0.30116,   0.25914,   0.37644,   0.61010,   0.59712,   0.59712,   0.57116,   0.38942,   0.24273,   1.42172,   1.35237,   0.58949,   0.43345,   0.15604
 117.00000,   1.00000,  22.00000, 314.20001,   9.05000,   0.01014,   8.62659,   0.70625,   0.46943,   0.07453,   0.71411,   0.08752,   0.88019,   0.03225,   0.01659, 296.00000,  14.28181,  34.71820,   2.43094,   0.00473,   0.17446,   0.22015,   0.24092,   0.21184,   0.18276,   0.19938,   0.40921,   0.56148,   0.55196,   0.55196,   0.50438,   0.23791,   0.05579,   0.14877,   1.41334,   1.69229,   0.52070,   1.67369
 118.00000,   1.00000, 444.98001,  30.61000,   5.60000,   0.02312,   6.61419,   0.61564,   0.71889,   0.11486,   0.70364,   0.68526,   0.28309,   0.03163,   0.02349, 173.00000,  14.53708,   5.46606,  79.46058,   0.00227,   0.14803,   0.35951,   0.41238,   0.41238,   0.31721,   0.17975,   0.23647,   0.24523,   0.28902,   0.27150,   0.23647,   0.23647,   0.32770,   0.24578,   0.51887,   1.20158,   1.01042,   1.42005
 119.00000,   1.00000, 312.92999, 369.28000,   7.39000,   0.00633,   8.18475,   0.67432,   1.01833,   0.14975,   0.63104,   0.67248,   0.30354,   0.02397,   0.01774, 158.00000,   1.18007,  49.97016,  42.34501,   0.00019,   0.18083,   0.25618,   0.24111,   0.15823,   0.21097,   0.14316,   0.26582,   0.51266,   0.56962,   0.60759,   0.64557,   0.39873,   0.07374,   0.11061,   0.88485,   1.69596,   1.10606,   1.95404
 120.00000,   1.00000, 165.24001, 464.67999,  13.78000,   0.01282,   7.13160,   0.67450,   0.89911,   0.15139,   0.71324,   0.63055,   0.33357,   0.03586,   0.02552, 156.00000,   2.81215,  33.72131,  11.99128,   0.00015,   0.37893,   0.43577,   0.68208,   0.53050,   0.62524,   0.30315,   0.24450,   0.35734,   0.15986,   0.23510,   0.25390,   0.21629,   0.10490,   0.94406,   1.43357,   0.03497,   0.62937,   2.30769
 121.00000,   1.00000, 311.44000, 459.82001,   9.40000,   0.03145,   7.61163,   0.64956,   0.98109,   0.16155,   0.68826,   0.62845,   0.33822,   0.03332,   0.02372, 159.00000,   1.47643,  48.91697,  33.13188,   0.00012,   0.26194,   0.21283,   0.21283,   0.22920,   0.20464,   0.18008,   0.55982,   0.62202,   0.55982,   0.55982,   0.53908,   0.45615,   0.05990,   0.00000,   0.41929,   2.09644,   0.71878,   1.46751
 122.00000,   1.00000, 255.36000, 463.60999,  11.39000,   0.03012,   8.59353,   0.74334,   1.02966,   0.20397,   0.75156,   0.55626,   0.38422,   0.05951,   0.03959, 166.00000,   1.81552,  40.70321,  22.41965,   0.00012,   0.44228,   0.45753,   0.53378,   0.41177,   0.47278,   0.21351,   0.20170,   0.28238,   0.22590,   0.18556,   0.24204,   0.20170,   0.08555,   0.08555,   0.19249,   1.28324,   0.27804,   1.62544
 123.00000,   1.00000, 414.76999, 499.44000,   7.83000,   0.02349,   8.72217,   0.71796,   0.62947,   0.08648,   0.65290,   0.75381,   0.22471,   0.02146,   0.01693, 298.00000,   1.20414,  63.78536,  52.97184,   0.00018,   0.25887,   0.50816,   0.56568,   0.53692,   0.60403,   0.38351,   0.20175,   0.19771,   0.22192,   0.15736,   0.24210,   0.18157,   0.06495,   0.25980,   1.02295,   1.76986,   0.55207,   1.16908
 124.00000,   1.00000, 387.82999, 399.78000,   6.60000,   0.00802,  12.87499,   0.85449,   0.58320,   0.15594,   0.84740,   0.47284,   0.34649,   0.18064,   0.10578, 499.00000,   1.03081,  60.57264,  58.76203,   0.00049,   0.14492,   0.18996,   0.18017,   0.17233,   0.17429,   0.11554,   0.44836,   0.42798,   0.43307,   0.45855,   0.45855,   0.31589,   0.57473,   0.86210,   1.36878,   0.24956,   0.62767,   0.09075
 125.00000,   1.00000, 255.67000, 500.00000,  11.46000,   0.01866,   7.79772,   0.69409,   0.52498,   0.08136,   0.70131,   0.57086,   0.40235,   0.02676,   0.01838, 268.00000,   1.95565,  43.62998,  22.30975,   0.00018,   0.27039,   0.56241,   0.59485,   0.52996,   0.61649,   0.32447,   0.18308,   0.26154,   0.23016,   0.24062,   0.22493,   0.26154,   0.04697,   0.12525,   0.73583,   1.08026,   0.59493,   1.61257
 126.00000,   1.00000,  14.45000, 314.72000,   9.37000,   0.01812,   8.00998,   0.71071,   0.49368,   0.12871,   0.80462,   0.06488,   0.75600,   0.17907,   0.08470, 276.00000,  21.77992,  33.58801,   1.54215,   0.00648,   0.12994,   0.21989,   0.23988,   0.29485,   0.28486,   0.20990,   0.47032,   0.54348,   0.50168,   0.53303,   0.52258,   0.31355,   0.01635,   0.24518,   0.68650,   0.94802,   0.52305,   2.09219
 127.00000,   1.00000, 164.87000, 365.85001,   8.59000,   0.00667,  14.68989,   0.94764,   0.50667,   0.09514,   0.73715,   0.40923,   0.54129,   0.04945,   0.03015, 450.00000,   2.21902,  42.59018,  19.19323,   0.00087,   0.11271,   0.15098,   0.18288,   0.19139,   0.19564,   0.12334,   0.26384,   0.45701,   0.47585,   0.42874,   0.40518,   0.08952,   0.09023,   0.11028,   1.08271,   1.84461,   0.42105,   0.96241
 128.00000,   1.00000,  29.40000, 422.70999,  14.24000,   0.00699,   6.81889,   0.64698,   1.05463,   0.15343,   0.61950,   0.66326,   0.31374,   0.02299,   0.01691, 143.00000,  14.37789,  29.68467,   2.06461,   0.00081,   0.30124,   0.51641,   0.64551,   0.53792,   0.58096,   0.49489,   0.26870,   0.24803,   0.25836,   0.22736,   0.24803,   0.22736,   0.03040,   0.06081,   0.30404,   1.52022,   0.51687,   1.91548
 129.00000,   1.00000, 307.87000, 385.09000,   7.71000,   0.01415,  10.78225,   0.78839,   0.49155,   0.09551,   0.72528,   0.50806,   0.43668,   0.05523,   0.03570, 424.00000,   1.25082,  49.94676,  39.93121,   0.00046,   0.15494,   0.19367,   0.18593,   0.17560,   0.18593,   0.19884,   0.25270,   0.53698,   0.50539,   0.50539,   0.45485,   0.42327,   0.09561,   0.51632,   0.55456,   1.51071,   0.50676,   0.87009
 130.00000,   1.00000, 208.00000, 296.89999,   6.09000,   0.00311,   8.81977,   0.73987,   0.46853,   0.09243,   0.72044,   0.46397,   0.47798,   0.05801,   0.03640, 322.00000,   1.42740,  48.75197,  34.15429,   0.00086,   0.20186,   0.22904,   0.24068,   0.22516,   0.22516,   0.12811,   0.31338,   0.60983,   0.56748,   0.48278,   0.57595,   0.17787,   0.07575,   0.10604,   1.10589,   1.83306,   0.78776,   0.96955
 131.00000,   1.00000, 158.08000, 242.64999,   5.82000,   0.00857,   9.88334,   0.77274,   0.49552,   0.07904,   0.68502,   0.61629,   0.35380,   0.02988,   0.02114, 350.00000,   1.53498,  41.69237,  27.16146,   0.00157,   0.14207,   0.27466,   0.43094,   0.41673,   0.29834,   0.09471,   0.17843,   0.22391,   0.20641,   0.23090,   0.22741,   0.15743,   0.13187,   0.44835,   1.52967,   1.10769,   1.29231,   0.10549
 132.00000,   1.00000,  79.69000, 272.73999,   6.55000,   0.00898,   8.95834,   0.73332,   0.51762,   0.10144,   0.73636,   0.52413,   0.41889,   0.05696,   0.03716, 334.00000,   3.42251,  41.63963,  12.16639,   0.00235,   0.17922,   0.25842,   0.30010,   0.29593,   0.25008,   0.10837,   0.11047,   0.22575,   0.36505,   0.41308,   0.32662,   0.16331,   0.10935,   0.64046,   1.54647,   0.39052,   0.59360,   1.93700
 133.00000,   1.00000,  54.53000, 391.92999,  13.42000,   0.00990,  10.94272,   0.80483,   0.51344,   0.11442,   0.77731,   0.25132,   0.65643,   0.09221,   0.05009, 404.00000,   7.18742,  29.20490,   4.06334,   0.00141,   0.16973,   0.20934,   0.22065,   0.17256,   0.19802,   0.17256,   0.28009,   0.49505,   0.48202,   0.48202,   0.52111,   0.37129,   0.03934,   0.10819,   1.80972,   1.29828,   0.10819,   0.60980
 134.00000,   1.00000, 188.14000, 285.10001,   6.01000,   0.01748,  10.03240,   0.77443,   0.46827,   0.09134,   0.72982,   0.29544,   0.64689,   0.05763,   0.03271, 286.00000,   1.51536,  47.43752,  31.30444,   0.00089,   0.08622,   0.23566,   0.37935,   0.43108,   0.35061,   0.16094,   0.12562,   0.24287,   0.25125,   0.25543,   0.22193,   0.10050,   0.03203,   0.22420,   0.48044,   1.34522,   0.68862,   1.80964
 135.00000,   1.00000, 118.04000, 460.34000,  13.75000,   0.01980,  10.76440,   0.80042,   0.51823,   0.10391,   0.73575,   0.55919,   0.37870,   0.06209,   0.04131, 404.00000,   3.89986,  33.47925,   8.58472,   0.00054,   0.32449,   0.49921,   0.49921,   0.52417,   0.51169,   0.16224,   0.13280,   0.20055,   0.21139,   0.18158,   0.18700,   0.18158,   0.00895,   0.05368,   0.61732,   1.61040,   0.62627,   0.69784
 136.00000,   1.00000, 189.10001, 350.13000,   7.29000,   0.00524,   8.88224,   0.72375,   0.93566,   0.16101,   0.72778,   0.57994,   0.38247,   0.03757,   0.02578, 191.00000,   1.85156,  48.02874,  25.93961,   0.00040,   0.44223,   0.47273,   0.51847,   0.50322,   0.50322,   0.47273,   0.18293,   0.18924,   0.22709,   0.22078,   0.22078,   0.16401,   0.20599,   0.59222,   1.54493,   1.08145,   1.18445,   0.30899
 137.00000,   1.00000, 448.64001, 279.01999,   5.04000,   0.02256,   7.10742,   0.65955,   1.19447,   0.21702,   0.60018,   0.69310,   0.25821,   0.04868,   0.03591, 133.00000,   1.60791,  55.36100,  89.01570,   0.00021,   0.23027,   0.16747,   0.25121,   0.28261,   0.24074,   0.21981,   0.42294,   0.61091,   0.49343,   0.65790,   0.44643,   0.49343,   0.13140,   0.83218,   1.35776,   1.05117,   0.70078,   1.75195
 138.00000,   1.00000, 492.87000, 468.70001,   6.58000,   0.01531,   6.20334,   0.57449,   0.62825,   0.14005,   0.77601,   0.67311,   0.22882,   0.09805,   0.06881, 196.00000,   1.05157,  71.23090,  74.90414,   0.00013,   0.35683,   0.65732,   0.73244,   0.71366,   0.75122,   0.46951,   0.16710,   0.22725,   0.24730,   0.24062,   0.28072,   0.14705,   1.13188,   1.62065,   0.95181,   0.41159,   0.69456,   0.23152
 139.00000,   1.00000,  45.40000, 318.09000,   9.58000,   0.01423,   8.52955,   0.72350,   0.49101,   0.08857,   0.72498,   0.40535,   0.55124,   0.04338,   0.02648, 281.00000,   7.00639,  33.20351,   4.73904,   0.00203,   0.17947,   0.25770,   0.23009,   0.22089,   0.22549,   0.17947,   0.18730,   0.42143,   0.60873,   0.50571,   0.54317,   0.36524,   0.04328,   0.10099,   0.73579,   1.05319,   0.53381,   1.58700
 140.00000,   1.00000, 210.03999, 244.03000,   6.09000,   0.00571,   9.24194,   0.75869,   0.49903,   0.09260,   0.71949,   0.52827,   0.42421,   0.04748,   0.03126, 350.00000,   1.16183,  40.07054,  34.48927,   0.00112,   0.12922,   0.27997,   0.32304,   0.31443,   0.28428,   0.17660,   0.16538,   0.26622,   0.26622,   0.31866,   0.27832,   0.11697,   0.03926,   0.19629,   1.62268,   0.53653,   0.70665,   1.47873
 141.00000,   1.00000, 283.89001, 379.10001,   8.03000,   0.02797,   7.37130,   0.66436,   1.06571,   0.17274,   0.62603,   0.68740,   0.27939,   0.03320,   0.02467, 143.00000,   1.33538,  47.21041,  35.35363,   0.00017,   0.23750,   0.25729,   0.20781,   0.23750,   0.24739,   0.22760,   0.30113,   0.56212,   0.60227,   0.56212,   0.52197,   0.32121,   0.08563,   0.51377,   1.62695,   0.72784,   0.72784,   2.44042
 142.00000,   1.00000, 317.73999, 315.17001,   5.97000,   0.01961,   8.00279,   0.66640,   0.94187,   0.17428,   0.72704,   0.63292,   0.31806,   0.04901,   0.03461, 153.00000,   1.00815,  52.79221,  53.22269,   0.00026,   0.28736,   0.15213,   0.27045,   0.20284,   0.12678,   0.25355,   0.33198,   0.60172,   0.58097,   0.60172,   0.70546,   0.35273,   0.03112,   0.06225,   0.46685,   1.74292,   0.80921,   1.64955
 143.00000,   1.00000, 201.75000, 229.77000,   6.12000,   0.01342,   8.74345,   0.72874,   0.45200,   0.08302,   0.71740,   0.15595,   0.79414,   0.04986,   0.02633, 298.00000,   1.13888,  37.54406,  32.96563,   0.00105,   0.39498,   0.46241,   0.58765,   0.53948,   0.54912,   0.33718,   0.20475,   0.24315,   0.22608,   0.20902,   0.21329,   0.17489,   0.03265,   0.18502,   0.69654,   0.32650,   0.58770,   1.41484
 144.00000,   1.00000,  55.88000, 281.53000,   7.38000,   0.01695,   9.68236,   0.77155,   0.46394,   0.09595,   0.74084,   0.03128,   0.89033,   0.07834,   0.03827, 295.00000,   5.03812,  38.14764,   7.57181,   0.00254,   0.25653,   0.54970,   0.57719,   0.54970,   0.54054,   0.22904,   0.11049,   0.22099,   0.26191,   0.22099,   0.24554,   0.14732,   0.01474,   0.02948,   0.08843,   0.75166,   1.23802,   2.22550
 145.00000,   1.00000, 430.20999, 499.54999,   7.54000,   0.01840,   6.68329,   0.62111,   1.01490,   0.15405,   0.59953,   0.73872,   0.23253,   0.02873,   0.02227, 163.00000,   1.16118,  66.25323,  57.05695,   0.00010,   0.51180,   0.70864,   0.66927,   0.57085,   0.55116,   0.19684,   0.14320,   0.15162,   0.27797,   0.21058,   0.33693,   0.25270,   0.09033,   0.04517,   0.15808,   0.72265,   0.24841,   2.41635
 146.00000,   1.00000,  86.63000, 266.72000,   6.28000,   0.01550,   7.35991,   0.66326,   1.27360,   0.23394,   0.56287,   0.69289,   0.25661,   0.05049,   0.03719, 129.00000,   3.07884,  42.47127,  13.79456,   0.00089,   0.23373,   0.28047,   0.29216,   0.21035,   0.29216,   0.19867,   0.17526,   0.25615,   0.44489,   0.35052,   0.31008,   0.20222,   0.04010,   0.20048,   1.28308,   1.24298,   0.52125,   1.88452
 147.00000,   1.00000,  92.58000, 458.39001,  13.74000,   0.02020,  10.05250,   0.79456,   0.48809,   0.06081,   0.69961,   0.32458,   0.66158,   0.01380,   0.00817, 297.00000,   4.95128,  33.36169,   6.73799,   0.00051,   0.13357,   0.45914,   0.56766,   0.57601,   0.46749,   0.27548,   0.20038,   0.22901,   0.24537,   0.22901,   0.14313,   0.16767,   0.07813,   0.04465,   0.11161,   0.52458,   0.11161,   2.44433
 148.00000,   1.00000, 162.60001, 464.23001,  13.49000,   0.01520,   8.66794,   0.74486,   0.45589,   0.08927,   0.71621,   0.41794,   0.52524,   0.05678,   0.03465, 329.00000,   2.85504,  34.41288,  12.05336,   0.00032,   0.32278,   0.44382,   0.57293,   0.51645,   0.53258,   0.26629,   0.16228,   0.22796,   0.24728,   0.22410,   0.24342,   0.16614,   0.07706,   0.26970,   1.22009,   0.79627,   0.77058,   1.09166
 149.00000,   1.00000, 206.13000, 292.48999,   6.45000,   0.01869,   8.29900,   0.70390,   0.55222,   0.09232,   0.69135,   0.68884,   0.27436,   0.03678,   0.02729, 321.00000,   1.41896,  45.34722,  31.95809,   0.00083,   0.19158,   0.27442,   0.43493,   0.38315,   0.27442,   0.10355,   0.15357,   0.25888,   0.26326,   0.27643,   0.28520,   0.17112,   0.16254,   0.29798,   1.12420,   0.25735,   0.52824,   1.97752
 150.00000,   1.00000, 164.56000, 259.09000,   6.08000,   0.00971,   8.90249,   0.71876,   0.58662,   0.10762,   0.77766,   0.16877,   0.78179,   0.04941,   0.02627, 309.00000,   1.57444,  42.61341,  27.06574,   0.00119,   0.27739,   0.64725,   0.45308,   0.49931,   0.50856,   0.47157,   0.19614,   0.21183,   0.20006,   0.18829,   0.24713,   0.16868,   0.05711,   0.13326,   2.03693,   0.95184,   1.50390,   1.19931
 151.00000,   1.00000, 279.78000, 320.16000,   6.24000,   0.01099,   8.84955,   0.73964,   0.99716,   0.19968,   0.77413,   0.51425,   0.42455,   0.06119,   0.03956, 182.00000,   1.14433,  51.30761,  44.83647,   0.00033,   0.17028,   0.22478,   0.21796,   0.21115,   0.21796,   0.19753,   0.38961,   0.50949,   0.49450,   0.47952,   0.43456,   0.41958,   0.10809,   0.16213,   0.81066,   1.97262,   0.56747,   1.29706
 152.00000,   1.00000, 281.79001, 382.23999,   8.49000,   0.00723,  14.82450,   0.93323,   0.48563,   0.10976,   0.76414,   0.27397,   0.62978,   0.09621,   0.05280, 553.00000,   1.35647,  45.02233,  33.19078,   0.00060,   0.15306,   0.16836,   0.17176,   0.16666,   0.14965,   0.13095,   0.28769,   0.46441,   0.43153,   0.41098,   0.44797,   0.23015,   0.09661,   0.88434,   1.09985,   0.90664,   0.14120,   0.98095
 153.00000,   1.00000,  64.34000, 340.48999,  11.05000,   0.01515,   6.47625,   0.59577,   1.39008,   0.18400,   0.19425,   0.86257,   0.11080,   0.02662,   0.02287, 132.00000,   5.29204,  30.81355,   5.82262,   0.00055,   0.29774,   0.29774,   0.16872,   0.20842,   0.18857,   0.14887,   0.45914,   0.73463,   0.80350,   0.57393,   0.32140,   0.13774,   0.20475,   0.69615,   1.63800,   0.20475,   0.77805,   1.88370
 154.00000,   1.00000,  60.91000, 256.73999,   6.23000,   0.01887,   5.96297,   0.61226,   1.07664,   0.12906,   0.50222,   0.76892,   0.21667,   0.01440,   0.01156, 106.00000,   4.21507,  41.21021,   9.77687,   0.00109,   0.18724,   0.30246,   0.30246,   0.31687,   0.25925,   0.15843,   0.16407,   0.30079,   0.68362,   0.87504,   0.57424,   0.30079,   0.67587,   0.25345,   0.33793,   0.33793,   2.19656,   5.15348
 155.00000,   1.00000, 180.03000, 393.22000,  10.03000,   0.00625,   9.00344,   0.70471,   1.08313,   0.16875,   0.62889,   0.65022,   0.32147,   0.02830,   0.02053, 160.00000,   2.18419,  39.20435,  17.94914,   0.00023,   0.14365,   0.16633,   0.20413,   0.23438,   0.26462,   0.19657,   0.12968,   0.29179,   0.41066,   0.48631,   0.24856,   0.16210,   0.26786,   0.22959,   1.56888,   1.33929,   0.80357,   1.91327
 156.00000,   1.00000,  17.63000, 414.75000,  14.68000,   0.01003,  13.04421,   0.83991,   0.69432,   0.16009,   0.83209,   0.48642,   0.41323,   0.10033,   0.06217, 299.00000,  23.52523,  28.25271,   1.20095,   0.00279,   0.08361,   0.11768,   0.22297,   0.18580,   0.20438,   0.11148,   0.16183,   0.50167,   0.55022,   0.55831,   0.40457,   0.24274,   0.03763,   0.07525,   0.18813,   1.35451,   0.41388,   1.68060
 157.00000,   1.00000, 301.45999, 375.64999,   7.47000,   0.01929,   9.26575,   0.75253,   0.48388,   0.08378,   0.72162,   0.33721,   0.62418,   0.03857,   0.02267, 311.00000,   1.24610,  50.28775,  40.35604,   0.00037,   0.43072,   0.52943,   0.58327,   0.46661,   0.51148,   0.26920,   0.20589,   0.20970,   0.24402,   0.19445,   0.19826,   0.13345,   0.11461,   0.13371,   1.54723,   1.83375,   0.64945,   1.66184
 158.00000,   1.00000,  29.65000, 321.89999,   9.34000,   0.00993,   7.98480,   0.68887,   0.45194,   0.08125,   0.70893,   0.33384,   0.62253,   0.04359,   0.02549, 302.00000,  10.85666,  34.46463,   3.17451,   0.00339,   0.34464,   0.55751,   0.51696,   0.64874,   0.54737,   0.44601,   0.19478,   0.22075,   0.21209,   0.23806,   0.22075,   0.22075,   0.05406,   0.09461,   0.94607,   0.71631,   0.86498,   1.40560
 159.00000,   1.00000, 486.26001, 493.82001,   7.00000,   0.02190,   6.55110,   0.59182,   0.96521,   0.11323,   0.51272,   0.81440,   0.17053,   0.01506,   0.01254, 137.00000,   1.01555,  70.54562,  69.46561,   0.00008,   0.36880,   0.69150,   0.73760,   0.73760,   0.48405,   0.13830,   0.21191,   0.32292,   0.28255,   0.23210,   0.12109,   0.21191,   0.61829,   1.18506,   0.20610,   0.25762,   2.88536,   1.90640
 160.00000,   1.00000,  87.90000, 295.48001,   7.16000,   0.01571,   8.07495,   0.67853,   0.79203,   0.12822,   0.74837,   0.53502,   0.43444,   0.03052,   0.02041, 191.00000,   3.36155,  41.26810,  12.27652,   0.00103,   0.25616,   0.53929,   0.60670,   0.53929,   0.49884,   0.13482,   0.17670,   0.20942,   0.25523,   0.19633,   0.23560,   0.17670,   0.11120,   0.19460,   0.47259,   1.30658,   1.66798,   1.55678
 161.00000,   1.00000, 190.30000, 265.39001,   6.34000,   0.01597,   9.32291,   0.74616,   0.58439,   0.10120,   0.75621,   0.39785,   0.56407,   0.03805,   0.02320, 313.00000,   1.39459,  41.85956,  30.01573,   0.00098,   0.14305,   0.26567,   0.29428,   0.20436,   0.23297,   0.13897,   0.13584,   0.29685,   0.37735,   0.40753,   0.28678,   0.07044,   0.05181,   0.07771,   0.16838,   1.43770,   0.49219,   1.82627
 162.00000,   1.00000, 285.32001, 349.69000,   7.40000,   0.01109,  13.16259,   0.83750,   0.51561,   0.10321,   0.75739,   0.30522,   0.63209,   0.06266,   0.03565, 451.00000,   1.22561,  47.25534,  38.55671,   0.00061,   0.14483,   0.15311,   0.18414,   0.18621,   0.13656,   0.12828,   0.37842,   0.42572,   0.52033,   0.47894,   0.46120,   0.40207,   0.01786,   0.79465,   0.62501,   1.33931,   0.21429,   1.03573
 163.00000,   1.00000, 285.06000, 317.66000,   6.40000,   0.00943,   3.44042,   0.48160,   0.62367,   0.06825,   0.66455,   0.67877,   0.31159,   0.00962,   0.00723, 106.00000,   1.11436,  49.63430,  44.54055,   0.00018,   0.32407,   0.36728,   0.47530,   0.36728,   0.36728,   0.38888,   0.35157,   0.80862,   0.70315,   1.01956,   0.52736,   0.31642,   0.11552,   0.00000,   0.23104,   1.96380,   6.58452,   3.35002
 164.00000,   1.00000, 319.26001, 312.22000,   5.92000,   0.00549,  11.07593,   0.82109,   0.60892,   0.11619,   0.79213,   0.08926,   0.85248,   0.05823,   0.02957, 364.00000,   1.02255,  52.73978,  53.92896,   0.00062,   0.19970,   0.23774,   0.16483,   0.17751,   0.20287,   0.17117,   0.27364,   0.43000,   0.41046,   0.48864,   0.48864,   0.28015,   0.11412,   0.16484,   0.43111,   1.68639,   1.15385,   1.06509
 165.00000,   1.00000, 233.52000, 464.32001,  12.21000,   0.02985,   7.86262,   0.66368,   1.41009,   0.18595,   0.22064,   0.83127,   0.14572,   0.02300,   0.01930, 134.00000,   1.98835,  38.02782,  19.12529,   0.00010,   0.35537,   0.63966,   0.66335,   0.68704,   0.52120,   0.30798,   0.24276,   0.21579,   0.21579,   0.22478,   0.11689,   0.18881,   0.06836,   0.00000,   0.17090,   1.64065,   0.88869,   1.81155
 166.00000,   1.00000, 498.89999, 222.50000,   5.89000,   0.01130,   8.97563,   0.73534,   1.01646,   0.12368,   0.60507,   0.66714,   0.31964,   0.01320,   0.00981, 177.00000,   2.24225,  37.77583,  84.70274,   0.00027,   0.27862,   0.47984,   0.49532,   0.43340,   0.51080,   0.54175,   0.21365,   0.13531,   0.20652,   0.23501,   0.23501,   0.23501,   0.12555,   0.10462,   0.54405,   0.54405,   0.25110,   2.13434
 167.00000,   1.00000, 151.35001, 244.36000,   5.58000,   0.01408,   7.38482,   0.64720,   1.17917,   0.17970,   0.54609,   0.70372,   0.26854,   0.02773,   0.02094, 142.00000,   1.61454,  43.79204,  27.12361,   0.00069,   0.35657,   0.49920,   0.57051,   0.57051,   0.35657,   0.17828,   0.17154,   0.23474,   0.21668,   0.24377,   0.27086,   0.14446,   0.04312,   0.21558,   1.25036,   2.06956,   0.81920,   1.72463
 168.00000,   1.00000,  70.71000, 219.44000,   6.30000,   0.01295,  11.67682,   0.81086,   0.45135,   0.07378,   0.69051,   0.45262,   0.51594,   0.03140,   0.01989, 386.00000,   3.10338,  34.83169,  11.22379,   0.00395,   0.12667,   0.18473,   0.21376,   0.16098,   0.20321,   0.12931,   0.18760,   0.50920,   0.48910,   0.50250,   0.48910,   0.40870,   0.01993,   0.88681,   0.81706,   0.64767,   0.18932,   1.28537
 169.00000,   1.00000, 274.97000, 381.84000,   7.82000,   0.00552,   9.97085,   0.77520,   0.41394,   0.06431,   0.67532,   0.29192,   0.68035,   0.02769,   0.01595, 362.00000,   1.38866,  48.82858,  35.16236,   0.00044,   0.15097,   0.21521,   0.20558,   0.20236,   0.20558,   0.18309,   0.28602,   0.53537,   0.49870,   0.56471,   0.49137,   0.27869,   0.06474,   0.10359,   0.38847,   1.77400,   1.01001,   1.34668
 170.00000,   1.00000, 341.98999, 470.17999,   8.24000,   0.00755,   7.79099,   0.68924,   0.47082,   0.08262,   0.72077,   0.24195,   0.71647,   0.04154,   0.02308, 265.00000,   1.37484,  57.06062,  41.50359,   0.00020,   0.36593,   0.60607,   0.60607,   0.54889,   0.57176,   0.33162,   0.26726,   0.21179,   0.20675,   0.26726,   0.19666,   0.18658,   0.15239,   0.58781,   1.30624,   1.21916,   0.91437,   1.58926
 171.00000,   1.00000, 290.32001, 395.20001,   8.16000,   0.02007,  10.03469,   0.77194,   0.48694,   0.10343,   0.74226,   0.46269,   0.46256,   0.07472,   0.04635, 299.00000,   1.36126,  48.43132,  35.57839,   0.00032,   0.14020,   0.49072,   0.57834,   0.50824,   0.56958,   0.33299,   0.12332,   0.19805,   0.21674,   0.26158,   0.21300,   0.10463,   0.08503,   0.47616,   1.17340,   1.19041,   0.96933,   1.19041
 172.00000,   1.00000, 203.64000, 433.60001,  11.43000,   0.01596,   7.44543,   0.62733,   0.72473,   0.11027,   0.71625,   0.62648,   0.34766,   0.02584,   0.01847, 188.00000,   2.12925,  37.93523,  17.81626,   0.00019,   0.31169,   0.23716,   0.23038,   0.17618,   0.11519,   0.20328,   0.40555,   0.63477,   0.54661,   0.79347,   0.51134,   0.42318,   0.24550,   0.00000,   0.14730,   1.20295,   1.22750,   1.79214
