# ID,label,width,depth,height,root_density,hull_area,shape_index,sum_eigen,omnivariance,eigenentropy,linearity,planarity,sphericity,curvature,n_points,elong_xy,elong_yz,elong_xz,volume,prof_x_0,prof_x_1,prof_x_2,prof_x_3,prof_x_4,prof_x_5,prof_y_0,prof_y_1,prof_y_2,prof_y_3,prof_y_4,prof_y_5,prof_z_0,prof_z_1,prof_z_2,prof_z_3,prof_z_4,prof_z_5
 245.00000,   2.00000, 125.31000, 110.29000,   8.53000,   0.00676, 386.32404,   4.83828,   2.54090,   0.26717,  -1.51262,   0.92766,   0.05133,   0.02101,   0.01921,1184.00000,   1.13619,  12.92965,  14.69049,   0.01004,   0.07651,   0.03051,   0.01525,   0.01477,   0.01574,   0.13389,   0.09556,   0.03061,   0.03706,   0.04622,   0.02040,   0.01666,   0.05994,   0.15984,   0.55035,   1.10978,   0.26518,   0.00545
 246.00000,   2.00000, 400.14001, 126.05000,   6.13000,   0.00295, 349.94092,   4.32290,   1.41159,   0.31909,   0.63281,   0.62236,   0.27928,   0.09836,   0.06664,1356.00000,   3.17445,  20.56277,  65.27559,   0.00439,   0.01579,   0.03511,   0.05140,   0.00874,   0.02251,   0.09424,   0.03191,   0.01684,   0.01449,   0.01840,   0.05952,   0.12432,   0.14099,   0.35848,   0.66447,   0.66297,   0.18899,   0.01800
 247.00000,   2.00000, 277.85999,  25.71000,   7.86000,   0.00151,2854.74097,   8.14147,   2.10798,   0.14074,  -1.14909,   0.96420,   0.02629,   0.00950,   0.00909,4626.00000,  10.80746,   3.27099,  35.35110,   0.08239,   0.00767,   0.00388,   0.00619,   0.00706,   0.00636,   0.00523,   0.16811,   0.02875,   0.02862,   0.02376,   0.02052,   0.01871,   0.05492,   0.20799,   0.85027,   0.32172,   0.34665,   0.02025
 248.00000,   2.00000, 479.76999, 478.85999,   5.23000,   0.00171,1536.53052,   9.04036,   2.09283,   0.46225,  -0.04489,   0.81527,   0.05105,   0.13367,   0.10139,1759.00000,   1.00190,  91.56005,  91.73405,   0.00146,   0.01802,   0.01948,   0.05492,   0.01206,   0.00570,   0.00636,   0.04039,   0.00716,   0.03806,   0.01217,   0.00459,   0.00257,   0.02745,   0.19604,   0.36757,   0.50185,   0.61751,   0.01372
 249.00000,   2.00000, 387.88000, 209.05000,   5.65000,   0.00327,  51.84994,   1.12996,   1.15001,   0.18359,   0.58678,   0.68248,   0.28606,   0.03146,   0.02332, 611.00000,   1.85544,  36.99994,  68.65121,   0.00133,   0.04917,   0.03688,   0.05645,   0.04188,   0.03141,   0.06237,   0.00483,   0.00241,   0.00965,   0.02895,   0.16648,   1.26188,   0.20458,   0.71831,   0.45463,   0.92290,   0.44554,   0.03182
 250.00000,   2.00000, 401.16000, 448.70999,   4.25000,   0.01688,  78.56157,   1.88688,   6.86786,   0.29529, -11.05928,   0.89751,   0.10144,   0.00104,   0.00094, 237.00000,   1.11853, 105.57858,  94.39037,   0.00031,   0.06424,   0.04283,   0.03093,   0.03569,   0.04521,   0.34501,   0.23231,   0.04024,   0.04024,   0.04390,   0.04207,   0.03476,   0.11640,   0.14550,   3.52102,   1.97876,   0.90208,   0.23280
 251.00000,   2.00000,  47.62000,  51.40000,   9.90000,   0.00272, 633.66119,   6.13176,   3.27093,   0.57996,  -1.93689,   0.82778,   0.11156,   0.06065,   0.04920,1101.00000,   1.07938,   5.19191,   4.81010,   0.04544,   0.04491,   0.01790,   0.01758,   0.01774,   0.01534,   0.06249,   0.10556,   0.01917,   0.02374,   0.02546,   0.02346,   0.11757,   0.05624,   1.40603,   0.59732,   0.03685,   0.02715,   0.01164
 252.00000,   2.00000, 388.87000, 373.14999,   6.85000,   0.00265,1212.65186,   8.19419,   2.84045,   0.22877,  -2.04161,   0.90969,   0.08265,   0.00766,   0.00697,1890.00000,   1.04213,  54.47437,  56.76926,   0.00190,   0.01092,   0.00496,   0.03541,   0.01327,   0.01792,   0.01624,   0.04826,   0.01245,   0.01062,   0.09459,   0.00550,   0.01100,   0.06491,   0.33267,   1.13190,   0.32862,   0.02130,   0.03753
 253.00000,   2.00000, 235.48000, 269.28000,   7.82000,   0.02115,  13.05749,   0.42232,   1.12989,   0.21611,   0.70908,   0.55005,   0.39716,   0.05277,   0.03512, 331.00000,   1.14354,  34.43474,  30.11249,   0.00067,   0.10563,   0.09296,   0.11620,   0.08662,   0.13099,   0.16690,   0.07044,   0.06756,   0.07475,   0.05319,   0.08338,   0.12650,   0.37554,   0.93162,   0.94606,   0.03611,   0.00000,   0.10111
 254.00000,   2.00000, 343.39001,  33.15000,   6.05000,   0.02198,   7.37954,   0.35637,   2.58127,   0.15249,  -2.04735,   0.98054,   0.00784,   0.01162,   0.01127, 182.00000,  10.35867,   5.47933,  56.75858,   0.00264,   0.11838,   0.11479,   0.09686,   0.11121,   0.10403,   0.10762,   0.21467,   0.21467,   0.20700,   0.26834,   0.23767,   0.25300,   0.18521,   0.12965,   0.98160,   1.94468,   0.07408,   0.05556
 255.00000,   2.00000, 253.39999, 309.29999,   6.38000,   0.03756,  10.70221,   0.43217,   3.58730,   0.22980,  -3.96993,   0.97832,   0.00822,   0.01345,   0.01300, 213.00000,   1.22060,  48.47955,  39.71780,   0.00043,   0.10663,   0.08590,   0.08294,   0.14514,   0.11848,   0.09182,   0.09942,   0.14361,   0.16202,   0.12151,   0.11047,   0.14729,   0.20952,   0.34920,   0.55872,   1.69945,   1.90897,   0.23280
 256.00000,   2.00000, 498.56000, 220.45000,   3.15000,   0.00787, 145.70134,   2.24859,   2.33702,   0.15639,  -1.39086,   0.93881,   0.05524,   0.00595,   0.00558, 635.00000,   2.26156,  69.98390, 158.27251,   0.00183,   0.02491,   0.02062,   0.02233,   0.01718,   0.00515,   0.45526,   0.06349,   0.03299,   0.02731,   0.03263,   0.03370,   0.03511,   0.25160,   0.19569,   0.57587,   0.35223,   1.06788,   1.10702
 257.00000,   2.00000, 198.92999, 187.34000,   8.26000,   0.00447, 511.30219,   4.81660,   1.46926,   0.28666,   0.42057,   0.76324,   0.16675,   0.07000,   0.05357,1119.00000,   1.06187,  22.68036,  24.08351,   0.00364,   0.12387,   0.02484,   0.00987,   0.01251,   0.01533,   0.01075,   0.01521,   0.01521,   0.03138,   0.01457,   0.01745,   0.08534,   0.06249,   0.23383,   0.53619,   1.06634,   0.34470,   0.01209
 258.00000,   2.00000, 262.57001, 488.82001,   7.60000,   0.00661,  14.87010,   0.31587,   1.34728,   0.16770,   0.44846,   0.63510,   0.35104,   0.01385,   0.01005, 605.00000,   1.86167,  64.31834,  34.54864,   0.00062,   0.14013,   1.42290,   2.99672,   1.61694,   0.29105,   0.05390,   0.03870,   0.03572,   0.04976,   0.04380,   0.04423,   0.04508,   0.14304,   0.45772,   0.31945,   0.23363,   0.19072,   1.54005
 259.00000,   2.00000, 343.92999, 492.32999,   6.24000,   0.00738,  10.47180,   0.27691,   2.39584,   0.24265,  -1.22275,   0.90433,   0.08079,   0.01487,   0.01339, 271.00000,   1.43148,  78.89891,  55.11690,   0.00026,   0.03054,   0.04816,   0.05638,   0.06108,   0.07400,   0.04816,   0.49201,   2.10469,   2.29603,   1.55802,   0.76534,   0.19134,   0.27526,   2.72863,   0.02394,   0.01197,   0.05984,   0.14361
 260.00000,   2.00000, 288.98001, 262.50000,   6.26000,   0.01465,  56.09475,   1.22136,   1.37728,   0.16825,   0.24863,   0.81605,   0.16676,   0.01717,   0.01430, 546.00000,   1.10088,  41.93284,  46.16286,   0.00115,   0.04938,   0.04307,   0.03467,   0.03572,   0.03467,   0.08930,   0.04758,   0.04305,   0.18579,   0.88818,   0.03172,   0.04078,   0.25689,   0.27829,   0.24975,   0.37106,   1.45569,   1.28443
 261.00000,   2.00000, 341.98001,  38.07000,   6.76000,   0.00116, 778.46948,   6.14470,   0.57177,   0.16098,   0.87163,   0.20215,   0.56285,   0.23496,   0.11559,1730.00000,   8.98292,   5.63165,  50.58868,   0.01966,   0.04557,   0.01044,   0.01951,   0.03203,   0.00965,   0.00734,   0.12519,   0.02529,   0.02318,   0.02913,   0.00744,   0.00421,   0.08504,   0.20464,   0.48369,   1.38463,   0.06910,   0.07176
 262.00000,   2.00000, 296.84000, 240.14999,   7.19000,   0.01923,  29.69667,   0.86973,   2.61129,   0.52193,  -0.80109,   0.82305,   0.08468,   0.09226,   0.07269, 260.00000,   1.23606,  33.40051,  41.28506,   0.00051,   0.11279,   0.06827,   0.08162,   0.07420,   0.02820,   0.02078,   0.02085,   1.29982,   0.29194,   0.06256,   0.04866,   0.08341,   0.14480,   0.31674,   0.37104,   1.42986,   0.01810,   0.07240
 263.00000,   2.00000, 331.51999,  86.88000,   5.35000,   0.01630,  10.63810,   0.55334,   2.20213,   0.19145,  -1.13730,   0.94574,   0.03946,   0.01480,   0.01384, 184.00000,   3.81584,  16.23922,  61.96624,   0.00119,   0.18558,   0.10604,   0.07953,   0.13256,   0.10226,   0.09090,   0.07220,   0.12033,   0.09626,   0.49334,   0.95059,   0.48131,   0.11375,   0.15167,   0.37917,   2.08544,   0.51188,   0.24646
 264.00000,   2.00000, 263.32001, 208.30000,   7.14000,   0.00531,  22.49313,   0.54471,   2.32984,   0.18299,  -1.25568,   0.91878,   0.07351,   0.00770,   0.00707, 377.00000,   1.26414,  29.17363,  36.87950,   0.00096,   0.05574,   0.06059,   0.05090,   0.05897,   0.05009,   0.02828,   0.22784,   0.31830,   0.29820,   0.31830,   0.08711,   0.01340,   0.16976,   0.13439,   0.43855,   1.83908,   0.02829,   0.05659
 265.00000,   2.00000, 396.76001,  89.90000,   4.86000,   0.00507, 330.59219,   3.08024,   4.74413,   0.14370,  -6.94262,   0.98415,   0.01400,   0.00185,   0.00182,1184.00000,   4.41335,  18.49790,  81.63770,   0.00683,   0.01116,   0.00809,   0.02007,   0.03010,   0.01484,   0.03696,   0.03427,   0.03523,   0.03813,   0.04054,   0.03716,   0.38610,   0.06999,   0.10359,   0.15119,   0.99671,   1.90944,   0.08399
 266.00000,   2.00000, 393.19000, 187.12000,   5.50000,   0.00111, 624.81567,   5.57691,   2.82127,   0.15226,  -2.50012,   0.97639,   0.01631,   0.00730,   0.00708,1805.00000,   2.10127,  34.02176,  71.48896,   0.00446,   0.01052,   0.03453,   0.02652,   0.06775,   0.01461,   0.01405,   0.00956,   0.00657,   0.00927,   0.01757,   0.02172,   0.10958,   0.05015,   0.40405,   0.64476,   1.18063,   0.29372,   0.01290
 267.00000,   2.00000, 340.92999, 103.82000,   6.19000,   0.00612,  92.40558,   1.91239,   1.22971,   0.18154,   0.40760,   0.81891,   0.14938,   0.03170,   0.02613, 490.00000,   3.28386,  16.77219,  55.07745,   0.00224,   0.00770,   0.02450,   0.03080,   0.03361,   0.03851,   0.20793,   0.22516,   0.06272,   0.06477,   0.04832,   0.05346,   0.04935,   0.04863,   0.31386,   1.33058,   0.46416,   0.00442,   0.00442
 268.00000,   2.00000, 377.45001, 303.63000,   5.61000,   0.03409,   5.46819,   0.31535,   1.95390,   0.14173,  -0.88243,   0.96084,   0.02785,   0.01130,   0.01076, 176.00000,   1.24312,  54.12290,  67.28152,   0.00027,   0.13393,   0.12175,   0.12175,   0.12175,   0.10552,   0.10958,   0.63132,   1.59933,   2.14647,   2.56735,   0.37879,   0.08418,   0.09276,   0.23191,   0.20872,   0.60297,   2.22634,   0.71892
 269.00000,   2.00000, 264.85999, 379.01999,   7.36000,   0.02488,   9.63763,   0.60051,   1.09168,   0.26476,   0.77070,   0.76785,   0.06310,   0.16904,   0.12064, 201.00000,   1.43102,  51.49721,  35.98636,   0.00027,   0.08426,   0.10833,   0.12037,   0.09629,   1.23978,   0.77035,   0.28226,   0.14541,   0.13685,   0.10692,   0.09836,   0.08981,   0.17982,   0.15585,   1.00701,   0.95906,   0.02398,   0.08392
 270.00000,   2.00000, 262.76999, 242.02000,   7.35000,   0.01690,  45.93197,   1.05847,   2.85678,   0.16603,  -2.50688,   0.97022,   0.02242,   0.00735,   0.00709, 355.00000,   1.08574,  32.92785,  35.75097,   0.00076,   0.08359,   0.04593,   0.04868,   0.04593,   0.05236,   0.04960,   0.18184,   0.17801,   0.17418,   0.07848,   0.02871,   0.03828,   0.06469,   0.25878,   1.10789,   1.38284,   0.03235,   0.02426
 271.00000,   2.00000, 342.31000, 208.92999,   5.81000,   0.01067,  16.60753,   0.56122,   1.03292,   0.12547,   0.44845,   0.84790,   0.13316,   0.01892,   0.01616, 375.00000,   1.63840,  35.96035,  58.91728,   0.00090,   0.07977,   0.08091,   0.07635,   0.06382,   0.05584,   0.07066,   0.31045,   0.62090,   0.91941,   1.50448,   0.94329,   0.17910,   0.17662,   0.14545,   0.42597,   0.99740,   1.10130,   1.04935
 272.00000,   2.00000,  97.96000, 419.45001,   7.88000,   0.03318,  15.53287,   0.92643,   1.81066,   0.29399,   0.24839,   0.46275,   0.50653,   0.03071,   0.01959, 211.00000,   4.28185,  53.22963,  12.43146,   0.00065,   0.58362,   0.17384,   0.16764,   0.19247,   0.11176,   0.08071,   0.10278,   0.47475,   0.00000,   0.27408,   0.07831,   0.10278,   0.12015,   0.06008,   0.18023,   0.24030,   2.26287,   1.36172
 273.00000,   2.00000, 384.63000,  22.53000,   6.03000,   0.00177, 101.76958,   1.92701,   8.46357,   0.24278, -17.45787,   0.98978,   0.00781,   0.00240,   0.00237, 566.00000,  17.07190,   3.73631,  63.78596,   0.01083,   0.08648,   0.06731,   0.01025,   0.02898,   0.02853,   0.03076,   0.49470,   0.04000,   0.05600,   0.05334,   0.05200,   0.05867,   0.10558,   0.28297,   1.11075,   0.81089,   0.06335,   0.01689
 274.00000,   2.00000, 364.09000,  81.26000,   4.87000,   0.02273,   8.93452,   0.27705,   9.18650,   0.21214, -19.85103,   0.99231,   0.00605,   0.00165,   0.00163, 176.00000,   4.48056,  16.68580,  74.76166,   0.00122,   0.05569,   0.03874,   0.08232,   0.08716,   0.10169,   0.06053,   0.11526,   0.18176,   0.16846,   0.14186,   0.07093,   0.10196,   0.15909,   0.13636,   0.31818,   0.59091,   2.18182,   0.61364
 275.00000,   2.00000, 356.60999, 204.75000,   6.38000,   0.00829, 143.05705,   2.51149,   2.35774,   0.24963,  -1.12553,   0.89770,   0.08606,   0.01624,   0.01452, 724.00000,   1.74168,  32.09243,  55.89489,   0.00155,   0.03633,   0.03127,   0.03403,   0.02667,   0.03495,   0.16970,   0.23219,   0.02264,   0.02896,   0.03738,   0.03159,   0.02843,   0.14003,   0.33435,   0.87731,   0.61726,   0.05430,   0.04572
 276.00000,   2.00000, 213.47000, 392.10001,   7.03000,   0.02692,  22.33552,   0.70559,   2.28958,   0.30035,  -0.95568,   0.91623,   0.04572,   0.03805,   0.03392, 260.00000,   1.83679,  55.77517,  30.36553,   0.00044,   0.07750,   0.05166,   0.18944,   1.44661,   0.37887,   0.09472,   0.05191,   0.05820,   0.04405,   0.06135,   0.06607,   0.12742,   0.08242,   0.04945,   0.19780,   0.28022,   0.82418,   2.85165
 277.00000,   2.00000, 289.92999, 327.19000,   7.24000,   0.01918,  19.85199,   0.59623,   2.08177,   0.16921,  -1.00744,   0.95315,   0.03317,   0.01367,   0.01289, 365.00000,   1.12851,  45.19193,  40.04552,   0.00053,   0.07046,   0.04933,   0.08254,   0.05134,   0.05536,   0.05838,   0.08652,   0.04326,   0.32877,   1.60058,   1.04687,   0.05191,   0.15567,   0.37360,   1.40100,   0.17435,   0.10585,   0.06227
 278.00000,   2.00000, 487.82999, 391.22000,   4.32000,   0.00605,  87.11785,   1.43495,   4.77469,   0.19309,  -6.87238,   0.97833,   0.01839,   0.00329,   0.00321, 496.00000,   1.24695,  90.55997, 112.92334,   0.00060,   0.02912,   0.05357,   0.03536,   0.07177,   0.03536,   0.03276,   0.03979,   0.05239,   0.07560,   0.06300,   0.05505,   0.04311,   0.29064,   0.31027,   1.08400,   0.25529,   0.00000,   0.00786
 279.00000,   2.00000, 431.64999,  90.12000,   5.09000,   0.01290, 106.37486,   2.33816,   5.22015,   0.24398,  -7.90903,   0.97678,   0.01844,   0.00478,   0.00465, 310.00000,   4.78972,  17.70527,  84.80337,   0.00157,   0.23119,   0.04793,   0.03242,   0.03947,   0.04229,   0.04370,   0.05310,   0.01460,   0.03186,   0.03982,   0.06239,   0.20974,   0.12603,   0.26107,   0.96324,   1.40435,   0.00900,   0.02701
 280.00000,   2.00000, 165.32001, 311.01999,   7.57000,   0.02555,  33.94061,   1.27855,   1.45462,   0.25837,   0.43899,   0.68611,   0.26910,   0.04478,   0.03296, 274.00000,   1.88132,  41.08581,  21.83881,   0.00070,   0.28481,   0.09135,   0.08867,   0.09135,   0.08598,   0.09404,   0.03961,   0.04810,   0.03678,   0.04244,   0.02546,   0.58281,   0.14478,   0.77819,   0.86867,   0.90487,   1.66496,   0.59721
 281.00000,   2.00000, 370.84000, 228.87000,   7.13000,   0.01308,  28.78128,   0.49261,   3.96065,   0.27723,  -4.32892,   0.92579,   0.06839,   0.00582,   0.00539, 535.00000,   1.62031,  32.09953,  52.01115,   0.00088,   0.03006,   0.03045,   0.03240,   0.02342,   0.03591,   0.05660,   0.31375,   0.98131,   0.94793,   1.09480,   0.18692,   0.04673,   0.26307,   0.20422,   0.77535,   0.51921,   0.04500,   0.04500
 282.00000,   2.00000, 259.42999, 358.12000,   6.87000,   0.03089,  37.61879,   1.09252,   2.27207,   0.32691,  -0.68585,   0.83327,   0.13606,   0.03067,   0.02562, 259.00000,   1.38041,  52.12802,  37.76268,   0.00041,   0.26037,   0.07121,   0.03783,   0.04228,   0.08011,   0.08456,   0.07604,   0.06720,   0.09549,   0.05482,   0.06189,   0.10257,   0.14755,   0.32462,   0.76728,   1.77065,   0.66399,   0.14755
 283.00000,   2.00000, 457.82001,  89.48000,   3.89000,   0.03419,  10.16894,   0.35955,   2.78134,   0.19172,  -2.29498,   0.96805,   0.02029,   0.01165,   0.01117, 234.00000,   5.11645,  23.00251, 117.69122,   0.00147,   0.09117,   0.07787,   0.06458,   0.07597,   0.07217,   0.06268,   0.36199,   0.33937,   0.22624,   0.26395,   0.34691,   0.22624,   0.06216,   0.06216,   0.06216,   0.34188,   2.33100,   0.77700
 284.00000,   2.00000, 435.81000,  41.58000,   4.95000,   0.00220, 307.30862,   3.94123,   1.70622,   0.18940,   0.01163,   0.75609,   0.23282,   0.01108,   0.00883, 908.00000,  10.48124,   8.39998,  88.04225,   0.01012,   0.03361,   0.01165,   0.01597,   0.02263,   0.09949,   0.11878,   0.10445,   0.02692,   0.02000,   0.02469,   0.02568,   0.02247,   0.04610,   0.17416,   1.26268,   0.15623,   0.57371,   0.11269
 285.00000,   2.00000, 379.51001, 402.95999,   6.42000,   0.00447, 402.74103,   4.71836,   1.33524,   0.22172,   0.56328,   0.55543,   0.41132,   0.03324,   0.02249, 671.00000,   1.06179,  62.76625,  59.11362,   0.00068,   0.00796,   0.11454,   0.00995,   0.00966,   0.00995,   0.03866,   0.04443,   0.02607,   0.01285,   0.01799,   0.13073,   0.01432,   0.19590,   0.69829,   1.03637,   0.14219,   0.01264,   0.03476
 286.00000,   2.00000, 271.34000,  82.18000,   8.26000,   0.00388, 923.91357,   7.04736,   2.00287,   0.55889,   0.52707,   0.25676,   0.52140,   0.22183,   0.11289,1805.00000,   3.30178,   9.94914,  32.84984,   0.00980,   0.02813,   0.00808,   0.01027,   0.03812,   0.00779,   0.03549,   0.05010,   0.03955,   0.01994,   0.02390,   0.02670,   0.13728,   0.07078,   0.62506,   0.68072,   0.05090,   0.00318,   0.00477
 287.00000,   2.00000, 101.96000, 356.35999,   8.54000,   0.05333,  12.82781,   0.60790,   1.75117,   0.38639,   0.31918,   0.73644,   0.15924,   0.10432,   0.07626, 150.00000,   3.49510,  41.72829,  11.93910,   0.00048,   0.15038,   0.12030,   0.16541,   0.12030,   0.13534,   1.56391,   0.03846,   0.05556,   0.05556,   0.08120,   0.08547,   0.32479,   0.26540,   0.26540,   1.06161,   1.15640,   0.00000,   0.09479
 288.00000,   2.00000, 176.12000,  81.24000,   8.45000,   0.00258,1066.46216,   6.49829,   2.57873,   0.19129,  -1.79291,   0.94474,   0.04635,   0.00890,   0.00837,2322.00000,   2.16790,   9.61419,  20.84258,   0.01921,   0.01977,   0.00741,   0.01646,   0.01032,   0.02155,   0.00887,   0.03455,   0.01741,   0.02444,   0.03033,   0.02668,   0.19268,   0.01628,   0.17769,   0.55952,   0.59411,   0.22517,   0.00203
 289.00000,   2.00000, 186.24001, 499.97000,   8.52000,   0.00184,1847.14307,   9.81968,   2.08925,   0.19573,  -0.74575,   0.88544,   0.10434,   0.01021,   0.00908,3254.00000,   2.68455,  58.68186,  21.85913,   0.00410,   0.01655,   0.01684,   0.01078,   0.03405,   0.00692,   0.00836,   0.00966,   0.01574,   0.02822,   0.02075,   0.01538,   0.01542,   0.04384,   0.15280,   0.75367,   1.06765,   0.03997,   0.03997
 290.00000,   2.00000,  48.78000,  12.76000,   8.82000,   0.01235,  34.37305,   0.52592,   0.76944,   0.16136,   0.72507,   0.82560,   0.06159,   0.11279,   0.08762, 567.00000,   3.82288,   1.44671,   5.53061,   0.10328,   0.02360,   0.02327,   0.02491,   0.02818,   0.02491,   0.06096,   0.44400,   1.54660,   1.19140,   0.47360,   0.39960,   0.14060,   0.15307,   0.37936,   0.45922,   2.22954,   0.47253,   0.07986
 291.00000,   2.00000, 432.10999, 185.39000,   4.58000,   0.01087,  23.90675,   0.35433,   1.43770,   0.18885,   0.36384,   0.67751,   0.30560,   0.01689,   0.01261, 920.00000,   2.33082,  40.47808,  94.34695,   0.00251,   0.02992,   0.40088,   1.32230,   2.01636,   1.35222,   0.38293,   0.02977,   0.03697,   0.03132,   0.03074,   0.02704,   0.02315,   0.50762,   0.43366,   0.08404,   0.15128,   0.80681,   1.10937
 292.00000,   2.00000,  90.53000,  99.30000,   8.20000,   0.02469,   4.04239,   0.25615,   1.40252,   0.12651,   0.03838,   0.89203,   0.09848,   0.00949,   0.00849, 162.00000,   1.09687,  12.10974,  11.04023,   0.00220,   0.45662,   0.96398,   3.19637,   2.73974,   0.65957,   0.20294,   0.09033,   0.10935,   0.16165,   0.15214,   0.12837,   0.12837,   0.12771,   1.22605,   0.15326,   0.48531,   1.78800,   0.35760
 293.00000,   2.00000, 178.37000,  74.57000,   6.61000,   0.02449,  32.02524,   1.05703,   3.70419,   0.13897,  -4.43803,   0.98132,   0.01567,   0.00301,   0.00295, 245.00000,   2.39198,  11.28137,  26.98483,   0.00279,   0.03632,   0.05189,   0.08820,   0.08302,   0.02075,   0.99101,   0.15718,   0.06016,   0.06986,   0.05822,   0.06210,   0.06792,   0.13149,   0.09862,   0.24654,   0.24654,   1.06835,   2.23531
 294.00000,   2.00000, 166.12000, 369.14001,   7.64000,   0.01806,  81.36749,   2.09242,   2.65777,   0.55783,  -0.38263,   0.04341,   0.87471,   0.08187,   0.04016, 443.00000,   2.22213,  48.31669,  21.74343,   0.00095,   0.04251,   0.35105,   0.08139,   0.02429,   0.01215,   0.02672,   0.14486,   0.03932,   0.05380,   0.06725,   0.09829,   0.05484,   0.12721,   0.26190,   0.18707,   0.80067,   1.69113,   0.24694
 295.00000,   2.00000, 378.98001, 417.29999,   6.10000,   0.00975, 131.13577,   1.06195,  18.86585,   0.36205, -54.26624,   0.99013,   0.00913,   0.00074,   0.00073, 718.00000,   1.10111,  68.40972,  62.12777,   0.00074,   0.02292,   0.02736,   0.01459,   0.01389,   0.00986,   0.01111,   0.00267,   0.04005,   0.03471,   0.98250,   0.84367,   0.01335,   0.18499,   0.22965,   0.35723,   1.28538,   0.20413,   0.02871
 296.00000,   2.00000, 454.89001, 194.33000,   4.78000,   0.01209,  37.08084,   0.58291,   1.80673,   0.19498,  -0.31284,   0.87152,   0.11386,   0.01461,   0.01278, 579.00000,   2.34081,  40.65472,  95.16507,   0.00137,   0.03230,   0.03064,   0.03130,   0.02864,   0.03297,   0.03696,   0.00695,   0.02086,   0.52856,   1.93344,   1.46746,   0.06955,   0.06072,   0.09310,   0.64362,   0.97555,   0.53028,   0.04048
 297.00000,   2.00000, 264.19000, 260.00000,   7.31000,   0.00820,  15.98429,   0.40019,   2.96975,   0.22943,  -2.28874,   0.91169,   0.08145,   0.00686,   0.00626, 366.00000,   1.01612,  35.56767,  36.14085,   0.00073,   0.11954,   0.61476,   2.32243,   2.25412,   0.87091,   0.06831,   0.06065,   0.05644,   0.04465,   0.03454,   0.05307,   0.05897,   0.19170,   0.27102,   0.33051,   1.59307,   0.01322,   0.01983
 298.00000,   2.00000,  75.49000, 120.23000,   8.52000,   0.00909,  29.31763,   0.96969,   1.84270,   0.26598,  -0.08871,   0.78202,   0.19137,   0.02660,   0.02137, 330.00000,   1.59266,  14.11149,   8.86032,   0.00427,   1.29199,   0.05638,   0.05638,   0.04698,   0.05168,   0.04698,   0.14397,   0.07267,   0.05622,   0.05622,   0.06582,   0.05759,   0.23047,   0.19206,   0.56338,   1.10115,   1.26761,   0.87068
 299.00000,   2.00000, 181.75000,  90.46000,   6.25000,   0.01176,  24.94483,   0.91762,   5.75863,   0.49008,  -7.80415,   0.86757,   0.12554,   0.00688,   0.00604, 170.00000,   2.00918,  14.47358,  29.07995,   0.00165,   0.15200,   0.05472,   0.07904,   0.06688,   0.06080,   0.10336,   1.25000,   0.09191,   0.04596,   0.04596,   0.06434,   0.06434,   0.06659,   0.04440,   0.37736,   1.19867,   1.93119,   0.15538
 300.00000,   3.00000, 265.26001,  75.46000,  15.93000,   0.04819,  21.49934,   0.96482,   2.95870,   0.28860,  -2.16731,   0.90779,   0.07860,   0.01361,   0.01231, 166.00000,   3.51524,   4.73697,  16.65159,   0.00052,   0.01145,   0.53434,   0.03435,   0.02672,   0.00763,   0.01908,   0.39807,   0.59710,   0.13534,   0.07165,   0.04777,   0.07165,   0.02338,   0.01336,   0.10356,   0.14364,   0.09019,   0.18039
 301.00000,   3.00000, 317.23001, 304.89001,  17.45000,   0.09239,   5.74676,   0.60902,   1.18501,   0.36273,   1.00180,   0.43572,   0.19932,   0.36495,   0.18917, 184.00000,   1.04047,  17.47220,  18.17936,   0.00011,   0.24420,   0.31603,   0.53150,   1.13483,   0.21547,   0.20111,   0.01863,   0.04658,   1.07143,   0.48447,   0.07453,   0.01863,   0.03632,   0.02335,   0.02854,   0.02594,   0.12452,   0.23866
 302.00000,   3.00000, 116.73000, 319.81000,  16.61000,   0.07965,   7.66153,   0.68188,   6.09939,   1.41313,  -5.96686,   0.51758,   0.37975,   0.10266,   0.06477, 113.00000,   2.73974,  19.25405,   7.02769,   0.00018,   0.81188,   0.06495,   0.00000,   0.03248,   0.32475,   0.60080,   0.18685,   0.15571,   0.09343,   0.24914,   0.60727,   0.46713,   0.03342,   0.05252,   0.07640,   0.26262,   0.03820,   0.07640
 303.00000,   3.00000,   9.47000, 315.79001,  17.26000,   0.12791,  12.88838,   0.79773,   4.56634,   1.10245,  -3.29197,   0.73429,   0.11530,   0.15040,   0.10621, 172.00000,  33.34632,  18.29605,   1.82260,   0.00333,   0.12120,   0.06850,   0.10539,   0.52694,   0.03162,   0.05269,   0.72674,   0.23879,   0.00000,   0.00000,   0.09344,   0.72674,   0.03322,   0.14950,   0.03322,   0.03987,   0.06645,   0.24917
 304.00000,   3.00000, 317.07999, 191.95000,  17.24000,   0.01235,  12.41048,   0.83237,   0.73360,   0.14294,   0.73972,   0.70596,   0.23117,   0.06284,   0.04632, 162.00000,   1.65189,  11.13398,  18.39210,   0.00015,   0.07862,   0.16597,   0.23585,   0.51538,   0.25332,   0.16597,   0.01372,   0.00686,   0.07545,   0.77504,   0.15089,   0.08916,   0.10844,   0.12513,   0.11678,   0.02503,   0.06673,   0.90924
